iter	Logloss
662	0.3092982693
663	0.3091260129
664	0.30898471
665	0.3088289779
666	0.3087530462
667	0.3086791349
668	0.3086394769
669	0.3085869316
670	0.3085014091
671	0.3084968713
672	0.3084489273
673	0.3083989676
674	0.3083657313
675	0.3082393043
676	0.3081466846
677	0.3080046576
678	0.3079916594
679	0.3079116588
680	0.3077799524
681	0.3077214151
682	0.3076541736
683	0.3074981765
684	0.3073587343
685	0.3073061239
686	0.3071929568
687	0.3071200374
688	0.3069659633
689	0.3068974395
690	0.3068359899
691	0.3066759451
692	0.3066656384
693	0.3066186946
694	0.3063418441
695	0.3062513975
696	0.3060415365
697	0.3059356469
698	0.3058268839
699	0.3058119374
700	0.3057826578
701	0.3055112502
702	0.3053544834
703	0.3052844609
704	0.3051787561
705	0.3051142713
706	0.3049701119
707	0.3049137131
708	0.3048109063
709	0.3047982243
710	0.3045392447
711	0.3045197901
712	0.3044225321
713	0.3043385292
714	0.304268544
715	0.3040966605
716	0.3040390051
717	0.303869516
718	0.3038260313
719	0.3036977015
720	0.3036299014
721	0.3035738293
722	0.3035344048
723	0.3034963795
724	0.303313659
725	0.3032273557
726	0.303165795
727	0.3031056789
728	0.3029955258
729	0.3028947165
730	0.3028152703
731	0.3026347813
732	0.3025175742
733	0.3024559436
734	0.3023767417
735	0.3023254017
736	0.3022912384
737	0.3022008951
738	0.3021066086
739	0.302072128
740	0.3017903249
741	0.3016900585
742	0.3016474351
743	0.3015892441
744	0.3015546677
745	0.3014611671
746	0.3013373776
747	0.3011762695
748	0.3008967655
749	0.300848691
750	0.3007110222
751	0.3006843747
752	0.3006568288
753	0.3003951548
754	0.3003303431
755	0.3002263446
756	0.3001385481
757	0.2999988065
758	0.2998311504
759	0.2996432624
760	0.2996038787
761	0.2995784545
762	0.2993752033
763	0.2992416488
764	0.2992199462
765	0.2991379405
766	0.2990430349
767	0.2989885158
768	0.2988795818
769	0.2987504296
770	0.2985983724
771	0.2985150655
772	0.2983668369
773	0.2983331627
774	0.2982196603
775	0.2981654878
776	0.2979589713
777	0.2979559652
778	0.2978823276
779	0.2977018805
780	0.2974458735
781	0.2972163526
782	0.2970422304
783	0.2968912995
784	0.2968195556
785	0.2966359556
786	0.2964582696
787	0.2963691807
788	0.2963168856
789	0.2961901092
790	0.2960808048
791	0.2960064263
792	0.295905753
793	0.2957421486
794	0.2956793262
795	0.2954525026
796	0.2953502712
797	0.2952129241
798	0.2950847593
799	0.2950028619
800	0.29492747
801	0.2948162985
802	0.2946357643
803	0.2945597498
804	0.2945205524
805	0.2944982569
806	0.2944270901
807	0.2943811902
808	0.294352932
809	0.2943037902
810	0.2940524849
811	0.2939985688
812	0.2938704064
813	0.2937307606
814	0.2935217725
815	0.2934131748
816	0.2933392591
817	0.2932668176
818	0.2931540426
819	0.2930726662
820	0.293036347
821	0.2928446469
822	0.2927984817
823	0.292674346
824	0.2923881106
825	0.2923379528
826	0.2922970576
827	0.2922833462
828	0.292120783
829	0.2920575577
830	0.2919566585
831	0.2918806091
832	0.2917462521
833	0.2916850539
834	0.2916747591
835	0.2914930153
836	0.2913907694
837	0.2913460213
838	0.2911842697
839	0.2910836804
840	0.2910137346
841	0.2908659378
842	0.2907658957
843	0.2906934344
844	0.2906286912
845	0.2905286745
846	0.2904480457
847	0.2902325864
848	0.2901887517
849	0.2901519544
850	0.2900327025
851	0.2899153163
852	0.289733258
853	0.2895680419
854	0.2894933386
855	0.2894705647
856	0.2894041034
857	0.2892488918
858	0.2891297613
859	0.2890970962
860	0.2890741266
861	0.2888202556
862	0.2886586849
863	0.2885609288
864	0.2885206872
865	0.2884196802
866	0.2883449383
867	0.2882842679
868	0.2881128904
869	0.2878404452
870	0.2877920557
871	0.2876851963
872	0.28760717
873	0.2875337717
874	0.2874702486
875	0.2874460456
876	0.2873354209
877	0.2872366248
878	0.2871361843
879	0.2870739716
880	0.2869763678
881	0.2868937268
882	0.2868521791
883	0.2868004212
884	0.2867549032
885	0.2866967936
886	0.2865763621
887	0.2865380907
888	0.2864604458
889	0.2863230124
890	0.2861693674
891	0.2860813832
892	0.2860109526
893	0.2859316296
894	0.2858545086
895	0.2857418348
896	0.2856394218
897	0.2856128462
898	0.2855749791
899	0.2854329548
900	0.2853200558
901	0.2852123676
902	0.2850481267
903	0.2849857983
904	0.2849354224
905	0.284904622
906	0.2848055677
907	0.2847988962
908	0.2846875761
909	0.2844696223
910	0.2843962415
911	0.2842844484
912	0.2841918422
913	0.2841300315
914	0.2840138509
915	0.2838798576
916	0.283790562
917	0.2836934748
918	0.2835602356
919	0.2835255366
920	0.283436697
921	0.2833768271
922	0.2832164125
923	0.2831540167
924	0.2830964121
925	0.2828948983
926	0.2828030345
927	0.282762768
928	0.2826812796
929	0.282482819
930	0.2823423718
931	0.2822377065
932	0.2822071508
933	0.2821460838
934	0.2820645071
935	0.2819565787
936	0.2817438882
937	0.2816917988
938	0.2816462076
939	0.2816035183
940	0.2815583761
941	0.2814627072
942	0.2813716485
943	0.2813071383
944	0.2812300949
945	0.2810619646
946	0.281028895
947	0.2809477004
948	0.2808992422
949	0.2808301371
950	0.2806888569
951	0.280597336
952	0.2805775742
953	0.2804928846
954	0.2804418584
955	0.2804194444
956	0.2802424068
957	0.2801543904
958	0.2800924076
959	0.280007905
960	0.2799402131
961	0.2799021865
962	0.2798389799
963	0.2796069545
964	0.2794294115
965	0.2792981667
966	0.2792634264
967	0.2791683768
968	0.2791388251
969	0.2790742364
970	0.2789984645
971	0.278925873
972	0.2788786984
973	0.2787786043
974	0.2786623502
975	0.2786392744
976	0.2783685496
977	0.2783102674
978	0.2781534077
979	0.2781032062
980	0.2778642191
981	0.2776709232
982	0.2776011363
983	0.2775422802
984	0.2774152643
985	0.2773438761
986	0.277325251
987	0.2770873602
988	0.2769905539
989	0.2768854933
990	0.2766533232
991	0.2765490353
992	0.2764405815
993	0.2764041196
994	0.2763594937
995	0.2761448564
996	0.2760897601
997	0.2758534062
998	0.2756459578
999	0.2756111632
